(scrambled) Authors,Abstract Link,Authors,Cited-By Count,Cited-By Link,DOI,Date,EID,Funding Agency,Page Range,PubMed ID,Scopus ID,Scopus Link,SearchedAuthor,Source Title,Title,Type
,https://api.elsevier.com/content/abstract/scopus_id/56549127348,Matcheri Keshavan;Tomáš Paus;Jay N. Giedd,1168,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=56549127348&origin=inward,10.1038/nrn2513,2008-12-01,2-s2.0-56549127348,,947-957,19002191.0,56549127348,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=56549127348&origin=inward,Rapoport,Nature Reviews Neuroscience,Why do many psychiatric disorders emerge during adolescence?,Review
,https://api.elsevier.com/content/abstract/scopus_id/3042749798,Jay N. Giedd,945,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=3042749798&origin=inward,10.1196/annals.1308.009,2004-01-01,2-s2.0-3042749798,,77-85,15251877.0,3042749798,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3042749798&origin=inward,Rapoport,Annals of the New York Academy of Sciences,Structural magnetic resonance imaging of the adolescent brain,Conference Paper
,https://api.elsevier.com/content/abstract/scopus_id/33645453807,N. Gogtay;J. Lerch;J. Giedd;L. Clasen;R. Lenroot;D. Greenstein;A. Evans;P. Shaw;J. Rapoport,933,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33645453807&origin=inward,10.1038/nature04513,2006-03-30,2-s2.0-33645453807,,676-679,16572172.0,33645453807,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33645453807&origin=inward,Shaw,Nature,Intellectual ability and cortical development in children and adolescents,Article
,https://api.elsevier.com/content/abstract/scopus_id/0034306447,Kathleen M. Thomas;B. J. Casey;Jay N. Giedd,902,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034306447&origin=inward,10.1016/S0301-0511(00)00058-2,2000-01-01,2-s2.0-0034306447,,241-257,11035225.0,34306447,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034306447&origin=inward,Shaw,Biological Psychology,Structural and functional brain development and its relation to cognitive development,Article
,https://api.elsevier.com/content/abstract/scopus_id/43649097736,Judith L. Rapoport;Nitin Gogtay;Alan Evans;Kristen Eckstrand;Deanna Greenstein;Liv Clasen;Philip Shaw;Jay N. Giedd;Steve P. Wise;Rhoshel Lenroot;Noor J. Kabani;Jason P. Lerch,908,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=43649097736&origin=inward,10.1523/JNEUROSCI.5309-07.2008,2008-04-02,2-s2.0-43649097736,,3586-3594,18385317.0,43649097736,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=43649097736&origin=inward,Shaw,Journal of Neuroscience,Neurodevelopmental trajectories of the human cerebral cortex,Article
,https://api.elsevier.com/content/abstract/scopus_id/33747885370,Rhoshel K. Lenroot;Jay N. Giedd,919,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33747885370&origin=inward,10.1016/j.neubiorev.2006.06.001,2006-09-01,2-s2.0-33747885370,,718-729,16887188.0,33747885370,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33747885370&origin=inward,Shaw,Neuroscience and Biobehavioral Reviews,Brain development in children and adolescents: Insights from anatomical magnetic resonance imaging,Review
,https://api.elsevier.com/content/abstract/scopus_id/0034624843,David MacDonald;Alan C. Evans;Paul M. Thompson;Jay N. Gledd;Roger P. Woods;Arthur W. Toga,655,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034624843&origin=inward,10.1038/35004593,2000-03-09,2-s2.0-0034624843,,190-193,10724172.0,34624843,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034624843&origin=inward,Shaw,Nature,Growth patterns in the developing brain detected by using continuum mechanical tensor maps,Article
,https://api.elsevier.com/content/abstract/scopus_id/34347240342,Jason Lerch;Alan C. Evans;Alex P. Zijdenbos;Jonathan D. Blumenthal;Deanna K. Greenstein;Jay N. Giedd;Paul M. Thompson;Rhoshel K. Lenroot;Liv S. Clasen;Gregory L. Wallace;Elizabeth Molloy Wells;Nitin Gogtay,669,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34347240342&origin=inward,10.1016/j.neuroimage.2007.03.053,2007-07-15,2-s2.0-34347240342,,1065-1073,17513132.0,34347240342,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34347240342&origin=inward,Shaw,NeuroImage,Sexual dimorphism of brain developmental trajectories during childhood and adolescence,Article
,https://api.elsevier.com/content/abstract/scopus_id/0037162380,E. H. Aylward;J. Munson;S. D. Friedman;D. Echelard;S. R. Dager;B. F. Sparks;D. W. Shaw;A. A. Artru;K. R. Maravilla;J. N. Giedd;G. Dawson,603,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037162380&origin=inward,10.1212/WNL.59.2.184,2002-07-23,2-s2.0-0037162380,,184-192,12136055.0,37162380,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037162380&origin=inward,Shaw,Neurology,Brain structural abnormalities in young children with autism spectrum disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/40749109804,Jay N. Giedd,437,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=40749109804&origin=inward,10.1016/j.jadohealth.2008.01.007,2008-04-01,2-s2.0-40749109804,,335-343,18346658.0,40749109804,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=40749109804&origin=inward,Shaw,Journal of Adolescent Health,The Teen Brain: Insights from Neuroimaging,Review
,https://api.elsevier.com/content/abstract/scopus_id/33744902596,Keith Worsley;Alan C. Evans;W. Philip Shaw;Deanna K. Greenstein;Rhoshel K. Lenroot;Jay Giedd;Jason P. Lerch,323,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33744902596&origin=inward,10.1016/j.neuroimage.2006.01.042,2006-07-01,2-s2.0-33744902596,,993-1003,16624590.0,33744902596,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33744902596&origin=inward,Shaw,NeuroImage,Mapping anatomical correlations across cerebral cortex (MACACC) using cortical thickness from MRI,Article
,https://api.elsevier.com/content/abstract/scopus_id/7044253600,Judith L. Rapoport;James Semple;Theo G.M. Van Erp;Kiralee M. Hayashi;Tyrone D. Cannon;Greig I. De Zubicaray;Andrew L. Janke;Elizabeth R. Sowell;David M. Doddrell;Yalin Wang;Jay N. Giedd;Paul M. Thompson;Stephen E. Rose;Arthur W. Toga;Nitin Gogtay,293,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=7044253600&origin=inward,10.1016/j.neuroimage.2004.07.071,2004-11-08,2-s2.0-7044253600,,,15501091.0,7044253600,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=7044253600&origin=inward,Rapoport,NeuroImage,"Mapping cortical change in Alzheimer's disease, brain development, and schizophrenia",Conference Paper
,https://api.elsevier.com/content/abstract/scopus_id/0034875926,Herman Van Engeland;Jan K. Buitelaar;Jay N. Giedd;Hilleke E. Hulshoff Pol;B. J. Casey;Sarah Durston,293,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034875926&origin=inward,10.1097/00004583-200109000-00009,2001-01-01,2-s2.0-0034875926,,1012-1020,11556624.0,34875926,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034875926&origin=inward,Rapoport,Journal of the American Academy of Child and Adolescent Psychiatry,Anatomical MRI of the developing human brain: What have we learned?,Article
,https://api.elsevier.com/content/abstract/scopus_id/3042606335,Catherine Vaituzis;Martin H. Teicher;Jay N. Giedd;Yutaka Ito;Susan L. Andersen;Nathalie L. Dumont,293,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=3042606335&origin=inward,10.1016/j.biopsych.2004.03.016,2004-07-15,2-s2.0-3042606335,,80-85,15231439.0,3042606335,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3042606335&origin=inward,Rapoport,Biological Psychiatry,Childhood neglect is associated with reduced corpus callosum area,Article
,https://api.elsevier.com/content/abstract/scopus_id/79956325555,Francois Lalonde;Mike Stockman;Dede Greenstein;Liv Clasen;Jay N. Giedd;Armin Raznahan;Phillip Shaw;Gregory L. Wallace;Nitin Gogtay,317,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79956325555&origin=inward,10.1523/JNEUROSCI.0054-11.2011,2011-05-11,2-s2.0-79956325555,,7174-7177,21562281.0,79956325555,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79956325555&origin=inward,Raznahan,Journal of Neuroscience,How does your cortex grow?,Article
,https://api.elsevier.com/content/abstract/scopus_id/0034952122,Jonathan Blumenthal;F. Xavier Castellanos;Elizabeth Molloy;Jay N. Giedd,271,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034952122&origin=inward,,2001-01-01,2-s2.0-0034952122,,33-49,11462751.0,34952122,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034952122&origin=inward,Raznahan,Annals of the New York Academy of Sciences,Brain imaging of attention deficit/hyperactivity disorder,Review
,https://api.elsevier.com/content/abstract/scopus_id/43549089992,Andrew J. Fuligni;Jane D. Brown;Daniel Pine;Linda P. Spear;Adrian Angold;Greg T. Smith;Ronald E. Dahl;Michael Windle;Jay Giedd,248,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=43549089992&origin=inward,10.1542/peds.2007-2243C,2008-04-01,2-s2.0-43549089992,,,18381494.0,43549089992,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=43549089992&origin=inward,Pine,Pediatrics,Transitions into underage and problem drinking: Developmental processes and mechanisms between 10 and 15 years of age,Conference Paper
,https://api.elsevier.com/content/abstract/scopus_id/33750449331,Judith L. Rapoport;Kiralee M. Hayashi;Deanna Greenstein;Liv Clasen;Tom F. Nugent;Jay N. Giedd;Paul M. Thompson;Anna Ordonez;David H. Herman;Arthur W. Toga;Nitin Gogtay,250,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33750449331&origin=inward,10.1002/hipo.20193,2006-11-06,2-s2.0-33750449331,,664-672,16826559.0,33750449331,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750449331&origin=inward,Rapoport,Hippocampus,Dynamic mapping of normal human hippocampal development,Article
,https://api.elsevier.com/content/abstract/scopus_id/72649104366,Rhoshel K. Lenroot;Jay N. Giedd,240,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=72649104366&origin=inward,10.1016/j.bandc.2009.10.008,2010-02-01,2-s2.0-72649104366,,46-55,19913969.0,72649104366,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=72649104366&origin=inward,Rapoport,Brain and Cognition,Sex differences in the adolescent brain,Review
,https://api.elsevier.com/content/abstract/scopus_id/0033950798,Judith L. Rapoport;Marjorie A. Garvey;Susan E. Swedo;Jay N. Giedd;Susan Perlmutter,196,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033950798&origin=inward,10.1176/appi.ajp.157.2.281,2000-02-01,2-s2.0-0033950798,,281-283,10671403.0,33950798,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033950798&origin=inward,Rapoport,American Journal of Psychiatry,MRI assessment of children with obsessive-compulsive disorder or tics associated with streptococcal infection,Article
,https://api.elsevier.com/content/abstract/scopus_id/58149340253,Alan C. Evans;James E. Schmitt;Sarah J. Ordaz;Jay N. Giedd;Rhoshel K. Lenroot;Michael C. Neale;Gregory L. Wallace;Kenneth S. Kendler;Jason P. Lerch,198,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=58149340253&origin=inward,10.1002/hbm.20494,2009-01-01,2-s2.0-58149340253,,163-174,18041741.0,58149340253,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=58149340253&origin=inward,Rapoport,Human Brain Mapping,Differences in genetic and environmental influences on the human cerebral cortex associated with development during childhood and adolescence,Article
,https://api.elsevier.com/content/abstract/scopus_id/34248324435,Judith L. Rapoport;Kristin N. Taylor;Alan Evans;Deanna Greenstein;A. Blythe Rose;Philip Shaw;Jens C. Pruessner;Liv Clasen;Jay N. Giedd;Jason P. Lerch,191,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34248324435&origin=inward,10.1016/S1474-4422(07)70106-0,2007-06-01,2-s2.0-34248324435,,494-500,17509484.0,34248324435,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34248324435&origin=inward,Shaw,Lancet Neurology,Cortical morphology in children and adolescents with different apolipoprotein E gene polymorphisms: an observational study,Article
,https://api.elsevier.com/content/abstract/scopus_id/70349962939,Henning Tiemeier;Deanna K. Greenstein;Ronald Pierson;Jay N. Giedd;Rhoshel K. Lenroot;Lan Tran,200,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70349962939&origin=inward,10.1016/j.neuroimage.2009.08.016,2010-01-01,2-s2.0-70349962939,,63-70,19683586.0,70349962939,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70349962939&origin=inward,Shaw,NeuroImage,Cerebellum development during childhood and adolescence: A longitudinal morphometric MRI study,Article
,https://api.elsevier.com/content/abstract/scopus_id/33745927160,Carole A. Samango-Sprouse;Dinggang Shen;Deborah Merke;Dede Greenstein;Elizabeth A. Molloy;Julia W. Tossell;Jonathan D. Blumenthal;George P. Chrousos;Sarah Ordaz;Jay N. Giedd;Liv S. Clasen;Gregory L. Wallace;Rhoshel Lenroot;Catherine Stayer;Christos Davatzikos,173,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33745927160&origin=inward,10.1016/j.mce.2006.04.016,2006-07-25,2-s2.0-33745927160,,154-162,16765510.0,33745927160,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33745927160&origin=inward,Shaw,Molecular and Cellular Endocrinology,Puberty-related influences on brain development,Article
,https://api.elsevier.com/content/abstract/scopus_id/68749110681,Robert W. Blum;Sara B. Johnson;Jay N. Giedd,191,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=68749110681&origin=inward,10.1016/j.jadohealth.2009.05.016,2009-09-01,2-s2.0-68749110681,,216-221,19699416.0,68749110681,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=68749110681&origin=inward,Shaw,Journal of Adolescent Health,Adolescent Maturity and the Brain: The Promise and Pitfalls of Neuroscience Research in Adolescent Health Policy,Review
,https://api.elsevier.com/content/abstract/scopus_id/67650308858,Samantha L. White;Mark J. Celano;Nancy R. Lee;Francois M. Lalonde;Jay N. Giedd;Rhoshel K. Lenroot;Gregory L. Wallace,173,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=67650308858&origin=inward,10.1097/CHI.0b013e31819f2715,2009-01-01,2-s2.0-67650308858,,465-470,19395901.0,67650308858,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67650308858&origin=inward,Shaw,Journal of the American Academy of Child and Adolescent Psychiatry,Anatomical brain magnetic resonance imaging of typically developing children and adolescents,Article
,https://api.elsevier.com/content/abstract/scopus_id/79952727568,Mary Gilliam;Meaghan Malek;Alan Evans;Deanna Greenstein;Philip Shaw;Wendy Sharp;Judith Rapoport;Catherine Weddle;Jay Giedd;Maria Liverpool,168,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952727568&origin=inward,10.1176/appi.ajp.2010.10030385,2011-02-01,2-s2.0-79952727568,,143-151,21159727.0,79952727568,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952727568&origin=inward,Shaw,American Journal of Psychiatry,Cortical development in typically developing children with symptoms of hyperactivity and impulsivity: Support for a dimensional view of attention deficit hyperactivity disorder,Article
,https://api.elsevier.com/content/abstract/scopus_id/78049277844,Judith L. Rapoport;Dede Greenstein;Liv Clasen;Jay N. Giedd;Armin Raznahan;Reva Stidd;Yohan Lee;Robert Long;Nitin Gogtay;Anjene Addington,156,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78049277844&origin=inward,10.1073/pnas.1006025107,2010-09-28,2-s2.0-78049277844,MRC,16988-16993,20841422.0,78049277844,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78049277844&origin=inward,Raznahan,Proceedings of the National Academy of Sciences of the United States of America,Longitudinally mapping the influence of sex and androgen signaling on the dynamics of human cortical maturation in adolescence,Article
,https://api.elsevier.com/content/abstract/scopus_id/83255194563,Dede Greenstein;Michael Stockman;Nancy Lee;Liv Clasen;Jay N. Giedd;Armin Raznahan;Gregory L. Wallace;Phillip W. Shaw;Jason P. Lerch,150,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83255194563&origin=inward,10.1016/j.neuron.2011.09.028,2011-12-08,2-s2.0-83255194563,,873-884,22153381.0,83255194563,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=83255194563&origin=inward,Raznahan,Neuron,Patterns of coordinated anatomical change in human cortical development: A longitudinal neuroimaging study of maturational coupling,Article
,https://api.elsevier.com/content/abstract/scopus_id/84873694011,Ed Bullmore;Aaron Alexander-Bloch;Jay Giedd;Armin Raznahan,160,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873694011&origin=inward,10.1523/JNEUROSCI.3554-12.2013,2013-02-13,2-s2.0-84873694011,,2889-2899,23407947.0,84873694011,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84873694011&origin=inward,Raznahan,Journal of Neuroscience,The convergence of maturational change and structural covariance in human cortical networks,Article
,https://api.elsevier.com/content/abstract/scopus_id/84870818294,Edward T. Bullmore;Aaron F. Alexander-Bloch;Petra E. Vértes;Liv Clasen;Reva Stidd;François Lalonde;Judith Rapoport;Jay Giedd;Nitin Gogtay,152,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870818294&origin=inward,10.1093/cercor/bhr388,2013-01-01,2-s2.0-84870818294,,127-138,22275481.0,84870818294,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84870818294&origin=inward,Rapoport,Cerebral Cortex,The anatomical distance of functional connections predicts brain network topology in health and schizophrenia,Article
,https://api.elsevier.com/content/abstract/scopus_id/10744225919,Wael Salameh;Alan Rogol;Bonnie Brinton;Melissa Aylstock;Huntingdon F. Willard;C. Alvin Paulsen;Terry Hassold;Dan Geschwind;John M. Graham;Judith G. Hall;Heino F.L. Meyer-Bahlburg;Niels E. Skakkebaek;Ronald S. Swerdloff;Kyle Boone;Jay Giedd;Felix De La Cruz;Adrian S. Dobs;Catherine Staessen;Joe Leigh Simpson;Carole Samango-Sprouse,130,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=10744225919&origin=inward,10.1097/01.GIM.0000095626.54201.D0,2003-11-01,2-s2.0-10744225919,,460-468,14614399.0,10744225919,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=10744225919&origin=inward,Rapoport,Genetics in Medicine,Klinefelter syndrome: Expanding the phenotype and identifying new research directions,Review
