FMRIF?,Searched PI,Type,Source Title,Title,Authors (scrambled),Date,DOI,PubMed ID,Scopus ID,EID,Cited-By Count,Abstract Link,Scopus Link,Cited-By Link,Funding Agency,Page Range
,Hallett,Review,JAMA Neurology,Compensation strategies for gait impairments in parkinson disease: A review,Mark Hallett;Bastiaan R. Bloem;Evžen Růžička;Alice Nieuwboer;Alfonso Fasano;Jorik Nonnekes,2019-06-01,10.1001/jamaneurol.2019.0033,30907948,85063279032,2-s2.0-85063279032,17,https://api.elsevier.com/content/abstract/scopus_id/85063279032,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063279032&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063279032&origin=inward,MJFF,718-725
,Hallett,Review,Clinical Neurophysiology,"Focus on the pedunculopontine nucleus. Consensus review from the May 2018 brainstem society meeting in Washington, DC, USA",A. Lozano;J. Nonnekes;M. Hallett;C. B. Saper;E. Garcia-Rill;David B. Rye;J. Valls-Solé;M. Kofler,2019-06-01,10.1016/j.clinph.2019.03.008,30981899,85064274867,2-s2.0-85064274867,8,https://api.elsevier.com/content/abstract/scopus_id/85064274867,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064274867&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064274867&origin=inward,NIGMS,925-940
,Hallett,Review,Clinical Neurophysiology,Effects of deep brain stimulation on the primary motor cortex: Insights from transcranial magnetic stimulation studies,Robert Chen;Zhen Ni;Mark Hallett;Kaviraja Udupa,2019-04-01,10.1016/j.clinph.2018.10.020,30527386,85057777761,2-s2.0-85057777761,2,https://api.elsevier.com/content/abstract/scopus_id/85057777761,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057777761&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057777761&origin=inward,NINDS,558-567
,Hallett,Review,Nature Reviews Neurology,The role of sensory information in the pathophysiology of focal dystonias,Mark Hallett;Giovanni Defazio;Alfredo Berardelli;Giovanni Fabbrini;Antonella Conte,2019-04-01,10.1038/s41582-019-0137-9,30700825,85060941990,2-s2.0-85060941990,13,https://api.elsevier.com/content/abstract/scopus_id/85060941990,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060941990&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060941990&origin=inward,,224-233
,Hallett,Chapter,Current Clinical Neurology,Treatment of post-hypoxic myoclonus,Mark Hallett,2019-01-01,10.1007/978-3-319-97897-0_62,,85066895673,2-s2.0-85066895673,0,https://api.elsevier.com/content/abstract/scopus_id/85066895673,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066895673&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066895673&origin=inward,,275-276
,Hallett,Article,PLoS ONE,Dual-hemispheric transcranial direct current stimulation (tDCS) over primary motor cortex does not affect movement selection,Nivethida Thirugnanasambandam;Mark Hallett;Felix G. Contreras-Castro,2019-01-01,10.1371/journal.pone.0226103,31830094,85076424544,2-s2.0-85076424544,0,https://api.elsevier.com/content/abstract/scopus_id/85076424544,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076424544&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076424544&origin=inward,NINDS,
,Hallett,Review,Clinical Neurophysiology Practice,How to do an electrophysiological study of tremor,Dietrich Haubenberger;Mark Hallett;Felipe Vial;Shabbir Merchant;Panagiotis Kassavetis,2019-01-01,10.1016/j.cnp.2019.06.002,,85068921368,2-s2.0-85068921368,5,https://api.elsevier.com/content/abstract/scopus_id/85068921368,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068921368&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068921368&origin=inward,NINDS,134-142
,Hallett,Article,Frontiers in Neurology,Modulation of resting connectivity between the mesial frontal cortex and basal ganglia,Silvina Horovitz;Laurel S. Morris;Karin Mente;Traian Popa;Hitoshi Shitara;Mark Hallett;Valerie Voon;Kwangyeol Baek;Zhi De Deng;Rachel Hunt,2019-01-01,10.3389/fneur.2019.00587,,85069224665,2-s2.0-85069224665,1,https://api.elsevier.com/content/abstract/scopus_id/85069224665,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069224665&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069224665&origin=inward,WT,
,Inati,Article,Brain Stimulation,Characterizing and predicting cortical evoked responses to direct electrical stimulation of the human brain,Sridevi Sarma;Pierre Sacré;Timothy C. Sheehan;Sara K. Inati;Kareem A. Zaghloul;John H. Wittig;Cynthia R. Steinhardt,2020-09-01,10.1016/j.brs.2020.05.001,32526475,85086361010,2-s2.0-85086361010,0,https://api.elsevier.com/content/abstract/scopus_id/85086361010,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086361010&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086361010&origin=inward,DARPA,1218-1225
,Inati,Article,Human Brain Mapping,Language lateralization from task-based and resting state functional MRI in patients with epilepsy,Xiaozhen You;Richard C. Reynolds;Rachel Rolinski;William H. Theodore;Javier Gonzalez-Castillo;Sara K. Inati;Gina Norato,2020-08-01,10.1002/hbm.25003,32329951,85083796368,2-s2.0-85083796368,0,https://api.elsevier.com/content/abstract/scopus_id/85083796368,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083796368&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083796368&origin=inward,NIH,3133-3146
,Inati,Article,Science,Replay of cortical spiking sequences during human memory retrieval,Sara K. Inati;Kareem A. Zaghloul;Alex P. Vaz;John H. Wittig,2020-03-06,10.1126/science.aaz3691,32139543,85081530905,2-s2.0-85081530905,1,https://api.elsevier.com/content/abstract/scopus_id/85081530905,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081530905&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081530905&origin=inward,,1131-1134
,Inati,Article,Nature Human Behaviour,Memorability of words in arbitrary verbal associations modulates memory retrieval in the anterior temporal lobe,Chris I. Baker;Wilma A. Bainbridge;Weizhen Xie;Kareem A. Zaghloul;Sara K. Inati,2020-01-01,10.1038/s41562-020-0901-2,,85087025590,2-s2.0-85087025590,0,https://api.elsevier.com/content/abstract/scopus_id/85087025590,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087025590&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087025590&origin=inward,NIMH,
,Inati,Review,Epilepsy Research,Emerging roles of network analysis for epilepsy,Ankit N. Khambhati;Sridevi Sarma;Jennifer Stiso;Virginia B. Liu;Danielle S. Bassett;Jorge Gonzalez-Martinez;William Stacey;Kristin Gunnarsdottir;Kareem Zaghloul;Mark Kramer;Richard Staba;Sara Inati;Rachel J. Smith;Beth A. Lopour,2020-01-01,10.1016/j.eplepsyres.2019.106255,31855828,85076365131,2-s2.0-85076365131,2,https://api.elsevier.com/content/abstract/scopus_id/85076365131,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076365131&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076365131&origin=inward,NSF,
,Inati,Article,Current Biology,Large-Scale Communication in the Human Brain Is Rhythmically Modulated through Alpha Coherence,Rafi Haque;Julio I. Chapeton;Kareem A. Zaghloul;John H. Wittig;Sara K. Inati,2019-09-09,10.1016/j.cub.2019.07.014,31422882,85071699340,2-s2.0-85071699340,5,https://api.elsevier.com/content/abstract/scopus_id/85071699340,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071699340&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071699340&origin=inward,NINDS,2801-2811.e5
,Inati,Conference Paper,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",Investigation of Architectures for Models of Neural Responses to Electrical Brain Stimulation,Sridevi V. Sarma;Cynthia Steinhardt;Kareem A. Zaghloul;Sara K. Inati;Pierre Sacre,2019-07-01,10.1109/EMBC.2019.8857455,31947424,85077898652,2-s2.0-85077898652,1,https://api.elsevier.com/content/abstract/scopus_id/85077898652,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077898652&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077898652&origin=inward,NSF,6892-6895
,Inati,Conference Paper,"Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS",Virtual Cortical Stimulation Mapping of Epilepsy Networks to Localize the Epileptogenic Zone,Juan Bulacio;Sridevi V. Sarma;Kareem Zaghloul;Emily Johnson;Jennifer Hopp;Adam Li;Sara Inati;Nathan Crone;Jorge Martinez-Gonzalez;Zachary Fitzgerald,2019-07-01,10.1109/EMBC.2019.8856591,31946366,85077862771,2-s2.0-85077862771,0,https://api.elsevier.com/content/abstract/scopus_id/85077862771,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077862771&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077862771&origin=inward,NIH,2328-2331
,Inati,Review,Brain Research,Clinical advances in photosensitive epilepsy,Sara Inati;Alexander Ksendzovsky;Kareem Zaghloul;Varun Padmanaban,2019-01-15,10.1016/j.brainres.2018.07.025,30076791,85051361603,2-s2.0-85051361603,2,https://api.elsevier.com/content/abstract/scopus_id/85051361603,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051361603&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051361603&origin=inward,,18-25
,Inati,Erratum,Nature Neuroscience,"Erratum to: Attention improves memory by suppressing spiking-neuron activity in the human anterior temporal lobe (Nature Neuroscience, (2018), 21, 6, (808-810), 10.1038/s41593-018-0148-7)",Anthony I. Jang;Kareem A. Zaghloul;John B. Cocjin;John H. Wittig;Sara K. Inati,2019-01-01,10.1038/s41593-018-0224-z,30127431,85058759646,2-s2.0-85058759646,0,https://api.elsevier.com/content/abstract/scopus_id/85058759646,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058759646&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058759646&origin=inward,,143
,Jacobson,Article,Orphanet Journal of Rare Diseases,Creation and validation of a bladder dysfunction symptom score for HTLV-1-associated myelopathy/tropical spastic paraparesis,Natsumi Araya;Abelardo Araujo;Naoko Yagishita;Junji Yamauchi;Eduardo Gotuzzo;Graham P. Taylor;Takahiko Ueno;Tomoo Sato;Natsuko Yamakawa;Ariella Coler-Reilly;Misako Nagasaka;Steven Jacobson;Marzia Puccioni-Sohler;Daisuke Hasegawa;Shuntaro Tsutsumi;Ayako Takata;Fabiola Martin;Eisuke Inoue;Yoshihisa Yamano;Tomohiro Matsuo;Jorge Casseb,2020-07-03,10.1186/s13023-020-01451-3,32620176,85087472700,2-s2.0-85087472700,0,https://api.elsevier.com/content/abstract/scopus_id/85087472700,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087472700&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087472700&origin=inward,,
,Jacobson,Article,Neuron,Human Herpesvirus 6 Detection in Alzheimer's Disease Cases and Controls across Multiple Cohorts,David A. Bennett;Susan M. Resnick;Philip L. De Jager;Sonja W. Scholz;Kory Johnson;Steven Jacobson;Olga Pletnikova;Sarah M. Connor;Marilyn S. Albert;Mary Alice Allnutt;Juan C. Troncoso,2020-03-18,10.1016/j.neuron.2019.12.031,31983538,85081374658,2-s2.0-85081374658,4,https://api.elsevier.com/content/abstract/scopus_id/85081374658,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081374658&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081374658&origin=inward,NIH,1027-1035.e2
,Jacobson,Review,Journal of NeuroVirology,Human T-lymphotropic virus type 1 (HTLV-1) and cellular immune response in HTLV-1-associated myelopathy/tropical spastic paraparesis,Satoshi Nozuma;Ryuji Kubota;Steven Jacobson,2020-01-01,10.1007/s13365-020-00881-w,,85088396233,2-s2.0-85088396233,0,https://api.elsevier.com/content/abstract/scopus_id/85088396233,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088396233&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088396233&origin=inward,NIH,
,Jacobson,Article,Nature Communications,Atomic structure of the human herpesvirus 6B capsid and capsid-associated tegument complexes,Zihang Li;Yibo Zhang;Z. Hong Zhou;Steve Jacobson;Wei Liu;Vinay Kumar;Yanxiang Cui;Emily C. Leibovitch;Ana L. Alvarez-Cabrera;Guo Qiang Bi;Ye Mei,2019-12-01,10.1038/s41467-019-13064-x,31767868,85075545295,2-s2.0-85075545295,2,https://api.elsevier.com/content/abstract/scopus_id/85075545295,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075545295&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075545295&origin=inward,NIH,
,Jacobson,Review,Retrovirology,Immunovirological markers in HTLV-1-associated myelopathy/tropical spastic paraparesis (HAM/TSP),Yoshimi Enose-Akahata;Steven Jacobson,2019-11-29,10.1186/s12977-019-0499-5,31783764,85075800835,2-s2.0-85075800835,0,https://api.elsevier.com/content/abstract/scopus_id/85075800835,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075800835&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075800835&origin=inward,,
,Jacobson,Review,Infectious Agents and Cancer,An evaluation of HHV-6 as an etiologic agent in Hodgkin lymphoma and brain cancer using IARC criteria for oncogenicity,Paul H. Levine;Steven Jacobson;Michael J. Wells,2019-11-05,10.1186/s13027-019-0248-3,,85074731822,2-s2.0-85074731822,0,https://api.elsevier.com/content/abstract/scopus_id/85074731822,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074731822&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074731822&origin=inward,NINDS,
,Jacobson,Article,International Journal of Neonatal Screening,"Development of a multiplex real-time PCR assay for the newborn screening of SCID, SMA, and XLA",Anne Timonen;Katja Vaahtera;Markku Jaakkola;David M. Hougaard;Jonas Bybjerg-Grauholm;Cristina Gutierrez-Mateo;Rongcong Wu;Marie Baekvad-Hansen;David Goldfarb;Galina Filippov;Daniel Schoener;Stephanie Dallaire;Dea Adamsen,2019-11-02,10.3390/ijns5040039,,85075466329,2-s2.0-85075466329,2,https://api.elsevier.com/content/abstract/scopus_id/85075466329,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075466329&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075466329&origin=inward,,
,Jacobson,Article,Journal of Clinical Investigation,Potential role of iron in repair of inflammatory demyelinating lesions,Seung Kwon Ha;Pascal Sati;Daniel S. Reich;Nathanael J. Lee;Govind Nair;Afonso C. Silva;Nicholas J. Luciano;Cecil C. Yen;Steven Jacobson;Emily C. Leibovitch;Martina Absinta;Tracey A. Rouault,2019-10-01,10.1172/JCI126809,31498148,85072791172,2-s2.0-85072791172,4,https://api.elsevier.com/content/abstract/scopus_id/85072791172,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072791172&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072791172&origin=inward,NIH,4365-4376
,Jacobson,Article,Journal of Virology,Essential role of human T cell leukemia virus type 1 orf-I in lethal proliferation of CD4<sup>+</sup> cells in humanized mice,Genoveffa Franchini;Maria Artesi;Anne Van Den Broeke;Maria F. De Castro-Amarante;Breanna Caruso;Robyn Washington-Parks;Cynthia Pise-Masison;Steve Jacobson;Laura Romero;Dai Fujikawa;Natasa Strbo;Jerome A. Zack;Veronica Galli;Sophia Brown;Keith Durkin;Monica Vaccari;Maria Omsland;Baktiar Karim;Christopher C. Nixon;Katherine McKinnon,2019-10-01,10.1128/JVI.00565-19,31315992,85072153680,2-s2.0-85072153680,2,https://api.elsevier.com/content/abstract/scopus_id/85072153680,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072153680&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072153680&origin=inward,OAR,
,Jacobson,Article,Human Movement Science,Fronto-parietal mirror neuron system modeling: Visuospatial transformations support imitation learning independently of imitator perspective,Hyuk Oh;James A. Reggia;Allen R. Braun;Rodolphe J. Gentili,2019-06-01,10.1016/j.humov.2018.05.013,30219273,85053116646,2-s2.0-85053116646,2,https://api.elsevier.com/content/abstract/scopus_id/85053116646,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053116646&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053116646&origin=inward,UMD,121-141
,Jacobson,Review,Viruses,Extracellular vesicles and ebola virus: A new mechanism of immune evasion,Fatah Kashanchi;Steven Jacobson;Catherine DeMarino;Spencer W. Stonier;John M. Dye;M. Javad Aman;Michelle L. Pleet,2019-05-01,10.3390/v11050410,31052499,85065661998,2-s2.0-85065661998,5,https://api.elsevier.com/content/abstract/scopus_id/85065661998,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065661998&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065661998&origin=inward,NIH,
,Jacobson,Article,Multiple Sclerosis Journal,Prevalence of salivary human herpesviruses in pediatric multiple sclerosis cases and controls,Jennifer Graves;Emmanuelle Waubant;Cheng Te Major Lin;Steven Jacobson;Emily C. Leibovitch;Bridgette J. Billioux,2019-04-01,10.1177/1352458518765654,,85044758815,2-s2.0-85044758815,4,https://api.elsevier.com/content/abstract/scopus_id/85044758815,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044758815&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044758815&origin=inward,,644-652
,Jacobson,Review,Molecular Neurobiology,Viral Triggers and Inflammatory Mechanisms in Pediatric Epilepsy,Jane E. Libbey;Luca Bartolini;William D. Gaillard;Robert S. Fujinami;Steven Jacobson;Teresa Ravizza,2019-03-01,10.1007/s12035-018-1215-5,29978423,85049601515,2-s2.0-85049601515,8,https://api.elsevier.com/content/abstract/scopus_id/85049601515,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049601515&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049601515&origin=inward,EF,1897-1907
,Jacobson,Review,Drug Discovery Today: Disease Models,Do herpesviruses play a role in Alzheimer's disease pathogenesis?,Steven Jacobson;Mary Alice Allnutt,2019-01-01,10.1016/j.ddmod.2019.10.006,,85076832235,2-s2.0-85076832235,0,https://api.elsevier.com/content/abstract/scopus_id/85076832235,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076832235&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076832235&origin=inward,NINDS,
