Title,PI,Authors,Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
Association of a Schizophrenia-Risk Nonsynonymous Variant with Putamen Volume in Adolescents: A Voxelwise and Genome-Wide Association Study,Berman,Robin M. Murray;Qiang Luo;Gabriel H. Robert;Fei Li;Wenjia Wang;Herta Flor;Tomáš Paus;Christine Macare;Frauke Nees;Joseph H. Callicott;Michael N. Smolka;Jean François Dartigues;Vincent Frouin;Erin Burke Quinlan;Qiang Chen;Christophe Tzourio;Arun L.W. Bokde;Gunter Schumann;Fabrice Crivello;Luise Poustka;Jing Cui;Eric Artiges;Henrik Walter;Ferath Kherif;Karen F. Berman;Bernd Ittermann;Dimitri Papadopoulos Orfanos;Tianye Jia;Penny Gowland;Robert Whelan;Venkata S. Mattay;Lena Palaniyappan;Jean Luc Martinot;Tobias Banaschewski;Christian Büchel;Hugh Garavan;Juliane H. Fröhner;Mickaël Guedj;Zdenka Pausova;Jianfeng Feng;Marie Laure Paillère-Martinot;Sylvane Desrivières;Andreas Heinz;Daniel R. Weinberger,2019-01-01,7,JAMA Psychiatry,,10.1001/jamapsychiatry.2018.4126,30649180,85060250936,2-s2.0-85060250936,,,https://api.elsevier.com/content/abstract/scopus_id/85060250936,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060250936&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060250936&origin=inward
Role of gamma-amino-butyric acid in the dorsal anterior cingulate in age-associated changes in cognition,Berman,Yan Zhang;Dwight Dickinson;Christian Meyer;Jan Willem van der Veen;Ryan Kelly;Jun Shen;Stefano Marenco;Daniel R. Weinberger;Karen F. Berman,2018-10-01,3,Neuropsychopharmacology,2285-2291,10.1038/s41386-018-0134-5,30050047,85050669547,2-s2.0-85050669547,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85050669547,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050669547&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050669547&origin=inward
Convergence of placenta biology and genetic risk for schizophrenia article,Berman,Giovanna Punzi;Alessandro Bertolino;Richard E. Straub;Annamaria Porcelli;Stefano Marenco;Ryota Hashimoto;Gianluca Ursini;Qiang Chen;Andrew E. Jaffe;Martin Begemann;Hannelore Ehrenreich;Emily G. Hamilton;Karen F. Berman;Giancarlo Maddalena;Giuseppe Blasi;Michael F. Egan;Joshua F. Robinson;Carlo Colantuoni;Marina Mitjans;Jan Seidel;Dan Rujescu;Hidenaga Yanamori;Daniel R. Weinberger,2018-06-01,62,Nature Medicine,792-801,10.1038/s41591-018-0021-y,29808008,85047823512,2-s2.0-85047823512,Article,DFG,https://api.elsevier.com/content/abstract/scopus_id/85047823512,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047823512&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047823512&origin=inward
A method for determining haploid and triploid genotypes and their association with vascular phenotypes in Williams syndrome and 7q11.23 duplication syndrome,Berman,Bhaskar Kolachana;Carolyn B. Mervis;Dwight Dickinson;Daniel P. Eisenberg;Michael D. Gregory;Tiffany Nash;Yin Yao;Karen F. Berman,2018-04-04,0,BMC Medical Genetics,,10.1186/s12881-018-0563-3,29614955,85044847934,2-s2.0-85044847934,Article,,https://api.elsevier.com/content/abstract/scopus_id/85044847934,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044847934&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044847934&origin=inward
Schizophrenia polygenic risk score predicts mnemonic hippocampal activity,Berman,Adrienne L. Romer;Qiang Chen;Karleigh Mezeivtch;Venkata S. Mattay;Ena Xiao;Karen F. Berman;Alessandro Bertolino;Richard E. Straub;Joseph H. Callicott;Ahmad R. Hariri;Giulio Pergola;Daniel R. Weinberger;Annchen R. Knodt;Giuseppe Blasi;Gianluca Ursini,2018-04-01,11,Brain,1218-1228,10.1093/brain/awy004,29415119,85048236504,2-s2.0-85048236504,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85048236504,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048236504&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048236504&origin=inward
Interaction of childhood urbanicity and variation in dopamine genes alters adult prefrontal function as measured by functional magnetic resonance imaging (fMRI),Berman,Enrico D’Ambrosio;Ann Reifman;Justin Sturm;Raffaella Romano;Karen F. Berman;Barbara E. Spencer;Alessandro Bertolino;Jesse Hochheiser;Amanda B. Zheutlin;Stefano Marenco;Joseph H. Callicott;Daniel R. Weinberger;Jessica L. Reed;Giuseppe Blasi;Gianluca Ursini,2018-04-01,4,PLoS ONE,,10.1371/journal.pone.0195189,29634738,85045237650,2-s2.0-85045237650,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85045237650,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045237650&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045237650&origin=inward
Reduced Functional Brain Activation and Connectivity During a Working Memory Task in Childhood-Onset Schizophrenia,Berman,Lorie Shora;Liv S. Clasen;Diane D. Broadnax;Kirsten E.S. Craddock;Peter Gochman;Francois M. Lalonde;Rebecca A. Berman;Judith L. Rapoport;Siyuan Liu;Frances F. Loeb;Xueping Zhou;Karen F. Berman,2018-03-01,6,Journal of the American Academy of Child and Adolescent Psychiatry,166-174,10.1016/j.jaac.2017.12.009,29496125,85042493353,2-s2.0-85042493353,Article,,https://api.elsevier.com/content/abstract/scopus_id/85042493353,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042493353&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042493353&origin=inward
Attacking Heterogeneity in Schizophrenia by Deriving Clinical Subgroups from Widely Available Symptom Data,Berman,Danielle N. Pratt;Karen F. Berman;Meilin Grunnagle;Dwight Dickinson;Joseph H. Callicott;Jennifer Orel;Daniel R. Weinberger;Evan J. Giangrande,2018-01-01,15,Schizophrenia Bulletin,101-113,10.1093/schbul/sbx039,28369611,85040826042,2-s2.0-85040826042,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85040826042,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040826042&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040826042&origin=inward
BDNF Val<sup>66</sup>Met polymorphism tunes frontolimbic circuitry during affective contextual learning,Berman,J. Shane Kippenhan;Mbemba Jabbi;Philip Kohn;Bhaskar Kolachana;Raghav Mattay;Brett Cropp;Tiffany Nash;Joseph C. Masdeu;Karen F. Berman,2017-11-15,3,NeuroImage,373-383,10.1016/j.neuroimage.2017.08.080,28867340,85030319360,2-s2.0-85030319360,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85030319360,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030319360&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030319360&origin=inward
Late-Onset Alzheimer's Disease Polygenic Risk Profile Score Predicts Hippocampal Function,Berman,Qiang Chen;Kaitlin Healy;Ena Xiao;Bhaskar Kolachana;Karen F. Berman;Brad Zoltick;Hao Yang Tan;Dwight Dickinson;Saumitra Das;Joseph H. Callicott;Venkata S. Mattay;Daniel R. Weinberger;Aaron L. Goldman,2017-11-01,6,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,673-679,10.1016/j.bpsc.2017.08.004,29560901,85031098005,2-s2.0-85031098005,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85031098005,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031098005&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031098005&origin=inward
Presynaptic Dopamine Synthesis Capacity in Schizophrenia and Striatal Blood Flow Change during Antipsychotic Treatment and Medication-Free Conditions,Berman,Philip D. Kohn;Catherine E. Hegarty;Lisa Yankowitz;Karen F. Berman;Angela M. Ianni;Dani Y. Rubinstein;Michael D. Gregory;Daniel Paul Eisenberg;José A. Apud,2017-10-01,7,Neuropsychopharmacology,2232-2241,10.1038/npp.2017.67,28387222,85029291764,2-s2.0-85029291764,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85029291764,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029291764&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029291764&origin=inward
Genetic model of MS severity predicts future accumulation of disability,Bielekova,Makoto Tanigawa;Dena Hernandez;Christopher Barbour;Bibiana Bielekova;Katherine Sun;Ann Marie Weideman;Kayla C. Jackson;Peter Kosa,2020-01-01,0,Annals of Human Genetics,1-10,10.1111/ahg.12342,31396954,85070717159,2-s2.0-85070717159,Article,HHS,https://api.elsevier.com/content/abstract/scopus_id/85070717159,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070717159&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070717159&origin=inward
Quantifications of CSF Apoptotic Bodies Do Not Provide Clinical Value in Multiple Sclerosis,Bielekova,John Park;Bibiana Bielekova;Peter R. Williamson;Ruturaj Masvekar;Jordan Mizrahi,2019-11-26,0,Frontiers in Neurology,,10.3389/fneur.2019.01241,,85076683499,2-s2.0-85076683499,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85076683499,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076683499&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076683499&origin=inward
"Intrathecal, Not Systemic Inflammation Is Correlated With Multiple Sclerosis Severity, Especially in Progressive Multiple Sclerosis",Bielekova,Kayla Jackson;Christopher R. Barbour;Bibiana Bielekova;Joshua L. Milstein;Peter Kosa,2019-11-22,0,Frontiers in Neurology,,10.3389/fneur.2019.01232,,85076673218,2-s2.0-85076673218,Article,NIAID,https://api.elsevier.com/content/abstract/scopus_id/85076673218,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076673218&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076673218&origin=inward
CSF inflammatory biomarkers responsive to treatment in progressive multiple sclerosis capture residual inflammation associated with axonal damage,Bielekova,Rikke Ratzer;Lars Börnsen;Mika Komori;Finn Sellebjerg;Marina Rode von Essen;Jeppe Romme Christensen;Bibi Bielekova,2019-06-01,5,Multiple Sclerosis Journal,937-946,10.1177/1352458518774880,29775134,85047437818,2-s2.0-85047437818,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85047437818,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047437818&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047437818&origin=inward
Daclizumab therapy for multiple sclerosis,Bielekova,Bibiana Bielekova,2019-05-01,3,Cold Spring Harbor Perspectives in Medicine,,10.1101/cshperspect.a034470,29661806,85065520676,2-s2.0-85065520676,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85065520676,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065520676&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065520676&origin=inward
Body Mass Index in Multiple Sclerosis modulates ceramide-induced DNA methylation and disease course,Bielekova,Kamilah Castro;Maria Petracca;Emily Y. Chen;Dirk Trauner;Bibiana Bielekova;Michael A. Kiebish;Ilana Katz Sand;Achilles Ntranos;Mario Amatruda;Corey T. Watson;Matilde Inglese;Peter Kosa;Johannes Morstein;Patrizia Casaccia,2019-05-01,6,EBioMedicine,392-410,10.1016/j.ebiom.2019.03.087,30981648,85064274027,2-s2.0-85064274027,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85064274027,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064274027&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064274027&origin=inward
Pediatric CNS-isolated hemophagocytic lymphohistiocytosis,Bielekova,William A. Gahl;Alyssa L. Kennedy;Mark P. Gorman;Michelle A. Lee;Christine N. Duncan;Bibiana Bielekova;Leslie A. Benson;Lauren A. Henderson;Hojun Li;Sanda Alexandrescu;Ariane Soldatos;Isaac H. Solomon;Kimberly J. Davies;Amy P. Hsu;Robert P. Sundel;Jennifer Murphy;Steven M. Holland;Michael J. Rivkin;Barbara A. Degar;Leslie E. Lehmann,2019-05-01,5,Neurology: Neuroimmunology and NeuroInflammation,,10.1212/NXI.0000000000000560,,85065021977,2-s2.0-85065021977,Article,NHGRI,https://api.elsevier.com/content/abstract/scopus_id/85065021977,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065021977&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065021977&origin=inward
Central nervous system–restricted familial hemophagocytic lymphohistiocytosis responds to hematopoietic cell transplantation,Bielekova,Christine N. Duncan;Ariane Soldatos;Alyssa L. Kennedy;Jennifer Murphy;Bibiana Bielekova;Barbara A. Degar;Isaac H. Solomon;Leslie A. Benson;Mark P. Gorman;Lauren A. Henderson;Hojun Li;Kimberly J. Davies;Michelle A. Lee;Leslie E. Lehmann;Sanda Alexandrescu,2019-02-26,3,Blood Advances,503-507,10.1182/bloodadvances.2018027417,30760465,85061587048,2-s2.0-85061587048,Article,ASH,https://api.elsevier.com/content/abstract/scopus_id/85061587048,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061587048&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061587048&origin=inward
Cerebrospinal fluid biomarkers link toxic astrogliosis and microglial activation to multiple sclerosis severity,Bielekova,Christopher Barbour;Tianxia Wu;Bibiana Bielekova;Valentina Fossati;Ruturaj Masvekar;Peter Kosa,2019-02-01,2,Multiple Sclerosis and Related Disorders,34-43,10.1016/j.msard.2018.11.032,30553167,85058143144,2-s2.0-85058143144,Article,NIAID,https://api.elsevier.com/content/abstract/scopus_id/85058143144,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058143144&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058143144&origin=inward
Gender Inequities in the Multiple Sclerosis Community: A Call for Action,Bielekova,Ruth Ann Marrie;Yunyan Zhang;Carolyn Bevan;Frauke Zipp;Lauren Krupp;Idanis Berrios Morales;Patricia Coyle;Luanne M. Metz;Lisa F. Barcellos;Jennifer Graves;Kerstin Hellwig;Bibi Bielekova;Dalia Dimitri;Soe Mar;Nancy Monson;Sarah A. Morrow;Jiwon Oh;Jill Conway;Tamara Castillo-Trivino;Etty (Tika) Benveniste;Mariko Kita;Mary Rensel;Monica J. Carson;Hanne Harbo;Maria Pia Amato;Laure Michel;Catherine Lubetzki;Caroline Papeix;Ingrid Van der Mei;Tanuja Chitnis;Jacqueline Palace;Judith Grinspan;Jodie M. Burton;Dina Jacobs;Laura Piccio;Olga Ciccarelli;Riley Bove;Carolina Ionete;Matilde Inglese;Cornelia Laule;Claire Riley;Ellen Mowry;Julia Pakpoor;Sandra Vukusic;Katherine Whartenby;Prue Plummer;Giulia Bommarito;Helen Tremlett;Joan M. Goverman;Orla Gray;Rebecca Spain;Elaine Kingwell;Vilija Jokubaitis;Fabienne Brilot-Turville;Carrie Hersh;Amy T. Waldman;Annette M. Langer-Gould;Katerina Akassoglou;Jennifer Orthmann Murphy;Myla D. Goldman;Emmanuelle Leray;Nasrin Asgari;Erin E. Longbrake;Valerie Block;Christine Lebrun-Frenay;Ruth Dobson;Silvia Tenembaum;Robyn M. Lucas;Teri Schreiner;Ann Yeh;Jacqueline A. Quandt;Emmanuelle Waubant;Lilyana Amezcua;Bianca Weinstock-Guttman;Mar Tintore;Leigh Charvet;Le H. Hua;Elizabeth Crabtree;Maria Petracca;Ilana Katz Sand;Anne H. Cross;Fiona Costello;Leslie Benson;Eve E. Kelland;Seema K. Tiwari-Woodruff;Laura Airas;Anneke Van der Walt;Elisabeth Gulowsen Celius;Nancy Sicotte;Margaret Burnett;Afsaneh Shirani;Rosa Cortese;Maria Pia Sormani;May H. Han;Maria Trojano;Rana Zabad;Rhonda Voskuhl;Vijay Yadav;Christina J. Azevedo,2018-12-01,6,Annals of Neurology,958-959,10.1002/ana.25359,30387521,85058893204,2-s2.0-85058893204,Letter,,https://api.elsevier.com/content/abstract/scopus_id/85058893204,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058893204&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058893204&origin=inward
NeurEx: digitalized neurological examination offers a novel high-resolution disability scale,Bielekova,Mark Greenwood;Christopher Barbour;Bibiana Bielekova;Mary Sandford;Alison Wichman;Peter Kosa,2018-10-01,2,Annals of Clinical and Translational Neurology,1241-1249,10.1002/acn3.640,,85053069106,2-s2.0-85053069106,Article,"DIR, NIAID",https://api.elsevier.com/content/abstract/scopus_id/85053069106,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053069106&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053069106&origin=inward
Identifying and quantifying neurological disability via smartphone,Bielekova,Bibiana Bielekova;Alexandra K. Boukhvalova;Thomas Harris;Atif Memon;Emily Kowalczyk;Alison Wichman;Peter Kosa;Mary A. Sandford,2018-09-04,4,Frontiers in Neurology,,10.3389/fneur.2018.00740,,85053033246,2-s2.0-85053033246,Article,NIAID,https://api.elsevier.com/content/abstract/scopus_id/85053033246,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053033246&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053033246&origin=inward
Intrathecal B cells in MS have significantly greater lymphangiogenic potential compared to B cells derived from non-MS subjects,Bielekova,Tianxia Wu;Simone C. Wuest;Bibiana Bielekova;Peter Kosa;Quangang Xu;Elena Romm;Kayla C. Jackson;Jason Stein,2018-07-20,3,Frontiers in Neurology,,10.3389/fneur.2018.00554,,85050349425,2-s2.0-85050349425,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85050349425,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050349425&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050349425&origin=inward
Neuroimmune disorders of the central nervous system in children in the molecular era,Bielekova,Sean Pittock;Russel C. Dale;Amy Waldman;Robert C. Tasker;William Gaillard;Benjamin Greenberg;Susanne Benseler;Mark Gorman;E. Ann Yeh;Carlos A. Pardo;Bibi Bielekova;Ariane Soldatos;Yael Hacohen;Ann Hyslop;Elizabeth Wells;Adeline Vanderver;Beau Ances;Josep Dalmau;Jan M. Tillema;Brenda Banwell;Amit Bar-Or,2018-07-01,14,Nature Reviews Neurology,433-445,10.1038/s41582-018-0024-9,29925924,85048707895,2-s2.0-85048707895,Review,PCORI,https://api.elsevier.com/content/abstract/scopus_id/85048707895,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048707895&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048707895&origin=inward
"Erratum to: Neuroimmune disorders of the central nervous system in children in the molecular era (Nature Reviews Neurology, (2018), 14, 7, (433-445), 10.1038/s41582-018-0024-9)",Bielekova,William McDow;Sean Pittock;Roger Packer;Gilbert Vezina;Russel C. Dale;Amy Waldman;David Schleyer;Robert C. Tasker;Ursula Utz;William Gaillard;Benjamin Greenberg;Susanne Benseler;Ilana Kahn;Mark Gorman;Stephanie Schleyer;E. Ann Yeh;Peter Shibuya;Carlos A. Pardo;Irene Cortese;Bibi Bielekova;Ariane Soldatos;Yael Hacohen;Racquel Farias-Moeller;Avindra Nath;Ann Hyslop;William McClintock;Jessica Carpenter;Elizabeth Wells;Adeline Vanderver;Beau Ances;Josep Dalmau;Nathan Dean;Raphaela Goldbach-Mansky;Bennett Lavenstein;Jan M. Tillema;Jennifer Murphy;Brenda Banwell;William Gallentine;David Wessel;Tova Ronis;Amit Bar-Or;Carol Glaser,2018-07-01,0,Nature Reviews Neurology,749,10.1038/s41582-018-0077-9,30442924,85056647453,2-s2.0-85056647453,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85056647453,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056647453&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056647453&origin=inward
