Title,Searched PI,Authors (scrambled),Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
Traumatic microbleeds suggest vascular injury and predict disability in traumatic brain injury,Latour,Partha P. Mitra;Daniel P. Perl;Anita D. Moses;Gunjan Y. Parikh;Regina C. Armstrong;Abhik Ray-Chaudhury;Nancy A. Edwards;Zachary Lodato;Govind Nair;Lawrence L. Latour;Alexander Tolpygo;Allison D. Griffin;L. Christine Turtzo;Bernard J. Dardzinski,2019-11-01,5,Brain,3550-3564,10.1093/brain/awz290,31608359.0,85074304123,2-s2.0-85074304123,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85074304123,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074304123&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074304123&origin=inward
MRI-based thrombolytic therapy in patients with acute ischemic stroke presenting with a low NIHSS,Latour,Amie W. Hsia;Richard Leigh;Lawrence L. Latour;John K. Lynch;Shahram Majidi;Richard T. Benson;Chandni P. Kalaria;Marie Luby;Zurab Nadareishvili,2019-10-15,1,Neurology,E1507-E1513,10.1212/WNL.0000000000008312,31519779.0,85073183374,2-s2.0-85073183374,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85073183374,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073183374&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073183374&origin=inward
"Response by Luby et al to letter regarding article, “Frequency of blood-brain barrier disruption postendovascular therapy and multiple thrombectomy passes in acute ischemic stroke patients”",Latour,Amie W. Hsia;Marie Luby;Lawrence L. Latour,2019-10-01,0,Stroke,E312,10.1161/STROKEAHA.119.027214,31510900.0,85072588812,2-s2.0-85072588812,Letter,NIH,https://api.elsevier.com/content/abstract/scopus_id/85072588812,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072588812&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072588812&origin=inward
Association of Head Injury with Brain Amyloid Deposition: The ARIC-PET Study,Latour,Lawrence Latour;Andrea L.C. Schneider;Christopher T. Whitlow;Yun Zhou;Menglu Liang;Dean F. Wong;Geoffrey Ling;L. Christine Turtzo;Thomas Mosley;Silvia Koton;Josef Coresh;Rebecca F. Gottesman;Elizabeth Selvin,2019-09-01,1,Journal of Neurotrauma,2549-2557,10.1089/neu.2018.6213,30963804.0,85071786983,2-s2.0-85071786983,Article,NIA,https://api.elsevier.com/content/abstract/scopus_id/85071786983,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071786983&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071786983&origin=inward
Frequency of Blood-Brain Barrier Disruption Post-Endovascular Therapy and Multiple Thrombectomy Passes in Acute Ischemic Stroke Patients,Latour,Kaylie Cullison;Amie W. Hsia;Lawrence L. Latour;Noorie Pednekar;Malik Muhammad Adil;Marie Luby;Zurab Nadareishvili,2019-08-01,4,Stroke,2241-2244,10.1161/STROKEAHA.119.025914,31238832.0,85070182782,2-s2.0-85070182782,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85070182782,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070182782&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070182782&origin=inward
Identifying perfusion deficits on CT perfusion images using temporal similarity perfusion (TSP) mapping,Latour,Jan Willem Dankbaar;Brigitta K. Velthuis;Reinoud P.H. Bokkers;Daniel Glen;Lawrence L. Latour;Wouter Kroon;Richard Reynolds;Jill B. De Vis;Marie Luby;Sunbin Song,2019-08-01,0,European Radiology,4198-4206,10.1007/s00330-018-5896-y,30617478.0,85059652000,2-s2.0-85059652000,Article,,https://api.elsevier.com/content/abstract/scopus_id/85059652000,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059652000&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059652000&origin=inward
Rapid Apparent Diffusion Coefficient Evolution after Early Revascularization: A Potential Marker of Secondary Injury?,Latour,Kaylie Cullison;Amie W. Hsia;Richard Leigh;Lawrence L. Latour;Rocco Armonda;Shannon Burton;John K. Lynch;Ai Hsi Liu;Richard T. Benson;Marie Luby;Zurab Nadareishvili,2019-08-01,2,Stroke,2086-2092,10.1161/STROKEAHA.119.025784,31238830.0,85070183994,2-s2.0-85070183994,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85070183994,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070183994&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070183994&origin=inward
Discordance between Documented Criteria and Documented Diagnosis of Traumatic Brain Injury in the Emergency Department,Latour,Katie C. Bittner;Anita D. Moses;Martin R. Cota;Ramon R. Diaz-Arrastia;Lawrence L. Latour;L. Christine Turtzo;Neekita R. Jikaria,2019-04-15,1,Journal of Neurotrauma,1335-1342,10.1089/neu.2018.5772,30351183.0,85064173102,2-s2.0-85064173102,Article,CNRM,https://api.elsevier.com/content/abstract/scopus_id/85064173102,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064173102&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064173102&origin=inward
Molecular signature of penumbra in acute ischemic stroke: a pilot transcriptomics study,Latour,Kory R. Johnson;Amie W. Hsia;Richard Leigh;Lawrence L. Latour;John K. Lynch;Alexis N. Simpkins;Richard T. Benson;John M. Hallenbeck;Zurab Nadareishvili;Marie Luby;Devon Kelley,2019-04-01,0,Annals of Clinical and Translational Neurology,817-820,10.1002/acn3.757,,85064479738,2-s2.0-85064479738,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85064479738,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064479738&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064479738&origin=inward
Neuroimaging evolution of ischemia in men and women: an observational study,Latour,Gretchel A. Gealogo;Lisa A. Davis;Alejandro Magadán;Adrienne N. Dula;José G. Merino;Amie W. Hsia;Lawrence L. Latour;Steven J. Warach;Ben T. King;Sunil A. Sheth;Marie Luby,2019-03-01,0,Annals of Clinical and Translational Neurology,575-585,10.1002/acn3.733,,85062873077,2-s2.0-85062873077,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85062873077,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062873077&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062873077&origin=inward
Neuroimaging of cerebral small vessel disease and age-related cognitive changes,Latour,Lawrence Latour;Michelle R. Caunca;Clinton B. Wright;Andres De Leon-Benedetti;Richard Leigh,2019-01-01,1,Frontiers in Aging Neuroscience,,10.3389/fnagi.2019.00145,,85069170934,2-s2.0-85069170934,Review,MBRF,https://api.elsevier.com/content/abstract/scopus_id/85069170934,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069170934&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069170934&origin=inward
A Population-Based Twin Study of Childhood Irritability and Internalizing Syndromes,Leibenluft,Dever M. Carney;Ellen Leibenluft;John M. Hettema;Daniel S. Pine;Roxann Roberson-Nay;Lance M. Rappaport;Melissa A. Brotman,2020-07-03,1,Journal of Clinical Child and Adolescent Psychology,524-534,10.1080/15374416.2018.1514612,30376640.0,85055732825,2-s2.0-85055732825,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85055732825,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055732825&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055732825&origin=inward
Genetic and environmental risk structure of internalizing psychopathology in youth,Leibenluft,Ellen Leibenluft;John M. Hettema;Daniel S. Pine;Chelsea Sawyers;Roxann Roberson-Nay;Melissa A. Brotman;Brad Verhulst;Jessica L. Bourdon,2020-06-01,0,Depression and Anxiety,540-548,10.1002/da.23024,32369878.0,85085096755,2-s2.0-85085096755,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85085096755,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085096755&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085096755&origin=inward
The Heterogeneity of Anxious Phenotypes: Neural Responses to Errors in Treatment-Seeking Anxious and Behaviorally Inhibited Youths,Leibenluft,Adina C. Heckelman;Lauren K. White;Ellen Leibenluft;Anastasia L. McGlade;Nathan A. Fox;Daniel S. Pine;Ashley R. Smith;George A. Buzzell;Simone P. Haller,2020-06-01,3,Journal of the American Academy of Child and Adolescent Psychiatry,759-769,10.1016/j.jaac.2019.05.014,31128266.0,85075353854,2-s2.0-85075353854,Article,BMGF,https://api.elsevier.com/content/abstract/scopus_id/85075353854,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075353854&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075353854&origin=inward
"Anticipatory Threat Responding: Associations With Anxiety, Development, and Brain Structure",Leibenluft,Ellen Leibenluft;Daniel S. Pine;Rany Abend;Jennifer C. Britton;Andrea L. Gold;Bruno B. Averbeck;Tomer Shechner;Anderson M. Winkler;Jessica F. Sachs;Kalina J. Michalska,2020-05-15,3,Biological Psychiatry,916-925,10.1016/j.biopsych.2019.11.006,31955915.0,85078037106,2-s2.0-85078037106,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85078037106,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078037106&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078037106&origin=inward
Age differences in the neural correlates of anxiety disorders: An fMRI study of response to learned threat,Leibenluft,Ellen Leibenluft;Daniel S. Pine;Rany Abend;Jennifer C. Britton;Andrea L. Gold;Brigid Behrens;Madeline Farber;Emily Ronkin;Gang Chen,2020-05-01,3,American Journal of Psychiatry,454-463,10.1176/appi.ajp.2019.19060650,32252541.0,85085749416,2-s2.0-85085749416,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85085749416,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085749416&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085749416&origin=inward
Self-Efficacy As a Target for Neuroscience Research on Moderators of Treatment Outcomes in Pediatric Anxiety,Leibenluft,Argyris Stringaris;Ellen Leibenluft;Chika Matsumoto;Elise Cardinale;Krystal M. Lewis;Daniel S. Pine;Andrea L. Gold;Emily L. Jones;Melissa A. Brotman,2020-05-01,0,Journal of Child and Adolescent Psychopharmacology,205-214,10.1089/cap.2019.0130,32167803.0,85084720715,2-s2.0-85084720715,Article,,https://api.elsevier.com/content/abstract/scopus_id/85084720715,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084720715&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084720715&origin=inward
Infant behavioral reactivity predicts change in amygdala volume 12 years later,Leibenluft,Ellen Leibenluft;Daniel S. Pine;Nathan A. Fox;Andrea L. Gold;Courtney A. Filippi;Jessica F. Sachs;Anderson Winkler;Dominique Phillips,2020-04-01,0,Developmental Cognitive Neuroscience,,10.1016/j.dcn.2020.100776,32452462.0,85081897842,2-s2.0-85081897842,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85081897842,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081897842&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081897842&origin=inward
Social anxiety and age are associated with neural response to social evaluation during adolescence,Leibenluft,J. M. Jarcho;E. Leibenluft;D. S. Pine;E. E. Nelson;B. I. Rappaport;Q. B. Do;A. R. Smith;K. Kircanski,2020-04-01,0,Developmental Cognitive Neuroscience,,10.1016/j.dcn.2020.100768,32077442.0,85079385240,2-s2.0-85079385240,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85079385240,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079385240&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079385240&origin=inward
Increasing Diversity in Science: It Begins With All of Us,Leibenluft,Ellen Leibenluft,2020-03-01,1,Biological Psychiatry,379-381,10.1016/j.biopsych.2019.12.009,32029071.0,85078075282,2-s2.0-85078075282,Editorial,,https://api.elsevier.com/content/abstract/scopus_id/85078075282,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078075282&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078075282&origin=inward
Chronic irritability in children is not pediatric bipolar disorder: Implications for treatment,Leibenluft,Ellen Leibenluft,2020-03-01,0,Bipolar Disorders,195-196,10.1111/bdi.12881,31820531.0,85076883884,2-s2.0-85076883884,Note,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85076883884,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076883884&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076883884&origin=inward
New Frontiers in Irritability Research - From Cradle to Grave and Bench to Bedside,Leibenluft,Neir Eshel;Ellen Leibenluft,2020-03-01,2,JAMA Psychiatry,227-228,10.1001/jamapsychiatry.2019.3686,31799997.0,85076152368,2-s2.0-85076152368,Note,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85076152368,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076152368&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076152368&origin=inward
Anxious-Irritable Children: A Distinct Subtype of Childhood Anxiety?,Leibenluft,Ellen Leibenluft;Daniel S. Pine;Yaara Shimshoni;Melissa A. Brotman;Eli R. Lebowitz;Wendy K. Silverman,2020-03-01,1,Behavior Therapy,211-222,10.1016/j.beth.2019.06.005,32138933.0,85069672844,2-s2.0-85069672844,Article,NCATS,https://api.elsevier.com/content/abstract/scopus_id/85069672844,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069672844&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069672844&origin=inward
White matter microstructure in youth with and at risk for bipolar disorder,Leibenluft,Caitlin Stavish;Ellen Leibenluft;Kenneth E. Towbin;Julia O. Linke;Nancy E. Adleman;Melissa A. Brotman;Joelle Sarlls,2020-03-01,2,Bipolar Disorders,163-173,10.1111/bdi.12885,31883419.0,85078667394,2-s2.0-85078667394,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85078667394,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078667394&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078667394&origin=inward
A Double-Blind Randomized Placebo-Controlled Trial of Citalopram Adjunctive to Stimulant Medication in Youth With Chronic Severe Irritability,Leibenluft,Ellen Leibenluft;Daniel S. Pine;Alexandra Roule;Chana Engel;Kenneth Towbin;Gerald P. Overman;Cheri McNeil;Ariela Kaiser;Catherine T. Haring;Catherine H. Yokum;Mollie Davis;Banafsheh Sharif-Askary;Pablo Vidal-Ribas;Caroline G. Wambach;Andrew Pickles;Argyris Stringaris;Aria D. Vitale;Wanda Wheeler;Katherine V. Miller;Beth Lee;Melissa A. Brotman,2020-03-01,6,Journal of the American Academy of Child and Adolescent Psychiatry,350-361,10.1016/j.jaac.2019.05.015,31128268.0,85072258051,2-s2.0-85072258051,Article,NIHR,https://api.elsevier.com/content/abstract/scopus_id/85072258051,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072258051&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072258051&origin=inward
Combining fMRI during resting state and an attention bias task in children,Leibenluft,Anita Harrewijn;Julia Linke;Ellen Leibenluft;Nathan A. Fox;Daniel S. Pine;Rany Abend;Anderson M. Winkler;Melissa A. Brotman,2020-01-15,0,NeuroImage,,10.1016/j.neuroimage.2019.116301,31639510.0,85073937831,2-s2.0-85073937831,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85073937831,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073937831&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073937831&origin=inward
Notice of Retraction and Replacement. Pornpattananangkul et al. Association between childhood anhedonia and alterations in large-scale resting-state networks and task-evoked activation. JAMA Psychiatry. 2019;76(6):624-633,Leibenluft,Narun Pornpattananangkul;Daniel S. Pine;Argyris Stringaris;Ellen Leibenluft,2020-01-01,0,JAMA Psychiatry,,10.1001/jamapsychiatry.2020.1367,,85086852400,2-s2.0-85086852400,Letter,,https://api.elsevier.com/content/abstract/scopus_id/85086852400,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086852400&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086852400&origin=inward
Association between irritability and suicidal ideation in three clinical trials of adults with major depressive disorder,Leibenluft,Argyris Stringaris;Abu Minhajuddin;Cherise Chin Fatt;Ellen Leibenluft;Manish K. Jha;Madhukar Trivedi;Katharina Kircanski,2020-01-01,0,Neuropsychopharmacology,,10.1038/s41386-020-0769-x,,85087856134,2-s2.0-85087856134,Article,,https://api.elsevier.com/content/abstract/scopus_id/85087856134,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087856134&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087856134&origin=inward
White Matter Microstructure in Pediatric Bipolar Disorder and Disruptive Mood Dysregulation Disorder,Leibenluft,Ellen Leibenluft;Daniel S. Pine;Kenneth E. Towbin;Heather R. Frank;Julia O. Linke;Nancy E. Adleman;Andrew Ross;Samantha Perlstein;Melissa A. Brotman;Joelle Sarlls,2020-01-01,1,Journal of the American Academy of Child and Adolescent Psychiatry,,10.1016/j.jaac.2019.05.035,31330239.0,85078661432,2-s2.0-85078661432,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85078661432,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078661432&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078661432&origin=inward
Interaction of irritability and anxiety on emotional responding and emotion regulation: A functional MRI study,Leibenluft,Ellen Leibenluft;Joseph M. Aloi;Karina S. Blair;Harma Meffert;Kathleen I. Crum;Stuart F. White;Soonjo Hwang;Patrick M. Tyler;R. J.R. Blair;Kayla Pope,2020-01-01,0,Psychological Medicine,,10.1017/S0033291720001397,,85087461885,2-s2.0-85087461885,Article,,https://api.elsevier.com/content/abstract/scopus_id/85087461885,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087461885&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087461885&origin=inward
